Date,Time,Latitude,Longitude,Depth[km],Magnitude(ML),Event_type,N.Stations,ID
2008/07/17,11:22:02.336000,53.4,-168.1813,4.55,1.43,VT,6,ok08_444
2008/07/17,12:31:06.998000,53.4074,-168.1467,1.55,1.68,VT,5,ok08_445
2008/07/17,14:12:45.822000,53.4172,-168.1634,5.15,1.69,VT,7,ok08_447
2008/07/17,17:28:04.618000,53.4296,-168.1943,4.35,1.54,VT,5,ok08_451
2008/07/17,20:31:17.712000,53.4226,-168.1654,3.75,1.55,LP,5,ok08_454
2008/07/17,22:02:30.453000,53.3875,-168.1478,4.95,1.85,VT,8,ok08_455
2008/07/18,01:38:41.506000,53.4093,-168.1605,1.95,1.18,VT,4,ok08_458
2008/07/18,01:39:03.124000,53.3999,-168.1833,3.85,1.54,VT,5,ok08_459
2008/07/18,02:40:05.775000,53.3978,-168.1906,3.25,1.4,VT,6,ok08_460
2008/07/18,04:46:26.720000,53.3888,-168.2071,2.45,1.93,VT,7,ok08_463
2008/07/18,05:58:59.453000,53.3935,-168.1966,1.95,1.66,LP,5,ok08_464
2008/07/18,06:40:49.843000,53.4484,-168.1726,4.75,1.37,VT,5,ok08_465
2008/07/18,07:02:05.479000,53.406,-168.1112,3.45,-0.5,LP,5,ok08_466
2008/07/18,07:48:28.844000,53.4445,-168.1257,1.95,2.12,LP,3,ok08_467
2008/07/18,08:01:48.353000,53.4678,-168.0601,3.25,1.99,VT,5,ok08_468
2008/07/18,10:17:47.391000,53.4013,-168.1339,1.25,1.58,VT,4,ok08_471
2008/07/18,10:21:49.053000,53.4151,-168.1624,2.95,1.74,VT,7,ok08_472
2008/07/18,11:05:11.641000,53.4247,-168.0587,2.65,1.77,VT,8,ok08_474
2008/07/18,13:10:54.773000,53.4393,-168.1172,2.25,1.69,VT,4,ok08_477
2008/07/18,15:34:21.885000,53.4038,-168.1779,4.55,1.75,VT,7,ok08_482
2008/07/18,17:33:37.213000,53.4026,-168.176,4.55,1.42,VT,6,ok08_484
2008/07/18,18:13:50.247000,53.4464,-168.1871,5.15,1.67,VT,6,ok08_485
2008/07/18,19:12:51.845000,53.4012,-168.1842,3.75,1.59,VT,6,ok08_486
2008/07/18,19:58:38.482000,53.4611,-168.0554,6.15,,VT,4,ok08_487
2008/07/18,20:44:45.457000,53.4307,-168.1336,4.25,1.57,VT,6,ok08_488
2008/07/18,21:16:41.759000,53.3947,-168.1373,5.15,2.05,VT,7,ok08_489
